sexe_annee_dpt,annee,top,cla_age_5,sexe,dept,Npop,prev
2_2018_77,2018,,55-59,2,77,44320,9.217
9_2018_77,2018,,55-59,9,77,86680,6.877
1_2018_77,2018,,60-64,1,77,36050,4.503
2_2018_77,2018,,60-64,2,77,38350,8.798
9_2018_77,2018,,60-64,9,77,74400,6.717
1_2018_77,2018,,65-69,1,77,31690,4.37
2_2018_77,2018,,65-69,2,77,34390,9.025
9_2018_77,2018,,65-69,9,77,66080,6.793
1_2018_77,2018,,70-74,1,77,24880,4.859
2_2018_77,2018,,70-74,2,77,27000,10.395
9_2018_77,2018,,70-74,9,77,51880,7.74
1_2018_77,2018,,75-79,1,77,15260,6.462
2_2018_77,2018,,75-79,2,77,17620,11.822
9_2018_77,2018,,75-79,9,77,32880,9.334
1_2018_77,2018,,80-84,1,77,11260,8.725
2_2018_77,2018,,80-84,2,77,15400,13.204
9_2018_77,2018,,80-84,9,77,26660,11.313
1_2018_77,2018,,85-89,1,77,6750,10.434
2_2018_77,2018,,85-89,2,77,12230,16.184
9_2018_77,2018,,85-89,9,77,18980,14.14
1_2018_77,2018,,90-94,1,77,2750,12.409
2_2018_77,2018,,90-94,2,77,6760,19.156
9_2018_77,2018,,90-94,9,77,9500,17.205
1_2018_77,2018,,95et+,1,77,710,15.19
2_2018_77,2018,,95et+,2,77,2720,19.912
9_2018_77,2018,,95et+,9,77,3430,18.932
1_2018_77,2018,,tsage,1,77,655020,2.443
2_2018_77,2018,,tsage,2,77,713510,5.109
9_2018_77,2018,,tsage,9,77,1368530,3.833
1_2018_78,2018,,00-04,1,78,46940,0
2_2018_78,2018,,00-04,2,78,44580,0
9_2018_78,2018,,00-04,9,78,91520,0
1_2018_78,2018,,05-09,1,78,50440,0
2_2018_78,2018,,05-09,2,78,47460,0
9_2018_78,2018,,05-09,9,78,97900,0
1_2018_78,2018,,10-14,1,78,48310,0.085
2_2018_78,2018,,10-14,2,78,46310,0.112
9_2018_78,2018,,10-14,9,78,94630,0.098
1_2018_78,2018,,15-19,1,78,44640,0.403
2_2018_78,2018,,15-19,2,78,44600,0.738
9_2018_78,2018,,15-19,9,78,89240,0.57
1_2018_78,2018,,20-24,1,78,38310,0.935
2_2018_78,2018,,20-24,2,78,43310,1.526
9_2018_78,2018,,20-24,9,78,81620,1.248
1_2018_78,2018,,25-29,1,78,38710,1.219
2_2018_78,2018,,25-29,2,78,44730,1.976
9_2018_78,2018,,25-29,9,78,83440,1.625
1_2018_78,2018,,30-34,1,78,41000,1.593
2_2018_78,2018,,30-34,2,78,47820,2.635
9_2018_78,2018,,30-34,9,78,88830,2.154
1_2018_78,2018,,35-39,1,78,44270,2.23
2_2018_78,2018,,35-39,2,78,50930,3.805
9_2018_78,2018,,35-39,9,78,95200,3.072
1_2018_78,2018,,40-44,1,78,46520,2.79
2_2018_78,2018,,40-44,2,78,49800,5.661
9_2018_78,2018,,40-44,9,78,96310,4.275
1_2018_78,2018,,45-49,1,78,49600,3.562
2_2018_78,2018,,45-49,2,78,52440,7.557
9_2018_78,2018,,45-49,9,78,102050,5.615
1_2018_78,2018,,50-54,1,78,47330,4.203
2_2018_78,2018,,50-54,2,78,49980,8.682
9_2018_78,2018,,50-54,9,78,97300,6.503
1_2018_78,2018,,55-59,1,78,43430,4.614
2_2018_78,2018,,55-59,2,78,47050,9.461
9_2018_78,2018,,55-59,9,78,90480,7.134
1_2018_78,2018,,60-64,1,78,35670,4.447
2_2018_78,2018,,60-64,2,78,39900,9.447
9_2018_78,2018,,60-64,9,78,75570,7.087
1_2018_78,2018,,65-69,1,78,31590,4.733
2_2018_78,2018,,65-69,2,78,35790,9.514
9_2018_78,2018,,65-69,9,78,67380,7.272
1_2018_78,2018,,70-74,1,78,28020,5.072
2_2018_78,2018,,70-74,2,78,30710,10.357
9_2018_78,2018,,70-74,9,78,58730,7.836
1_2018_78,2018,,75-79,1,78,18540,6.134
2_2018_78,2018,,75-79,2,78,21520,12.038
9_2018_78,2018,,75-79,9,78,40050,9.306
1_2018_78,2018,,80-84,1,78,14310,7.777
2_2018_78,2018,,80-84,2,78,18870,13.434
9_2018_78,2018,,80-84,9,78,33180,10.994
1_2018_78,2018,,85-89,1,78,8690,9.834
2_2018_78,2018,,85-89,2,78,14760,16.094
9_2018_78,2018,,85-89,9,78,23460,13.774
1_2018_78,2018,,90-94,1,78,3800,12.51
2_2018_78,2018,,90-94,2,78,8360,17.745
9_2018_78,2018,,90-94,9,78,12160,16.11
1_2018_78,2018,,95et+,1,78,940,13.127
2_2018_78,2018,,95et+,2,78,3350,19.207
9_2018_78,2018,,95et+,9,78,4290,17.879
1_2018_78,2018,,tsage,1,78,681050,2.637
2_2018_78,2018,,tsage,2,78,742270,5.481
9_2018_78,2018,,tsage,9,78,1423320,4.12
1_2018_79,2018,,00-04,1,79,8900,0
2_2018_79,2018,,00-04,2,79,8670,0
9_2018_79,2018,,00-04,9,79,17570,0
1_2018_79,2018,,05-09,1,79,10780,0
2_2018_79,2018,,05-09,2,79,10190,0
9_2018_79,2018,,05-09,9,79,20970,0
1_2018_79,2018,,10-14,1,79,11500,0.104
2_2018_79,2018,,10-14,2,79,10840,0
9_2018_79,2018,,10-14,9,79,22340,0.067
1_2018_79,2018,,15-19,1,79,10940,0.375
2_2018_79,2018,,15-19,2,79,10810,0.666
9_2018_79,2018,,15-19,9,79,21750,0.52
1_2018_79,2018,,20-24,1,79,9090,0.594
2_2018_79,2018,,20-24,2,79,8950,1.174
9_2018_79,2018,,20-24,9,79,18040,0.881
1_2018_79,2018,,25-29,1,79,8530,0.95
2_2018_79,2018,,25-29,2,79,8790,1.888
9_2018_79,2018,,25-29,9,79,17320,1.426
1_2018_79,2018,,30-34,1,79,9190,2.067
2_2018_79,2018,,30-34,2,79,9960,3.546
9_2018_79,2018,,30-34,9,79,19150,2.836
1_2018_79,2018,,35-39,1,79,10090,2.647
2_2018_79,2018,,35-39,2,79,10900,4.313
9_2018_79,2018,,35-39,9,79,20980,3.512
1_2018_79,2018,,40-44,1,79,10380,3.083
2_2018_79,2018,,40-44,2,79,10810,6.354
9_2018_79,2018,,40-44,9,79,21190,4.752
1_2018_79,2018,,45-49,1,79,12140,3.442
2_2018_79,2018,,45-49,2,79,12640,7.638
9_2018_79,2018,,45-49,9,79,24780,5.582
1_2018_79,2018,,50-54,1,79,12000,4.133
2_2018_79,2018,,50-54,2,79,12470,8.67
9_2018_79,2018,,50-54,9,79,24470,6.445
1_2018_79,2018,,55-59,1,79,12240,4.412
2_2018_79,2018,,55-59,2,79,12540,9.027
9_2018_79,2018,,55-59,9,79,24780,6.748
1_2018_79,2018,,60-64,1,79,11710,4.533
2_2018_79,2018,,60-64,2,79,12240,9.364
9_2018_79,2018,,60-64,9,79,23950,7.002
1_2018_79,2018,,65-69,1,79,11310,4.773
2_2018_79,2018,,65-69,2,79,12050,9.341
9_2018_79,2018,,65-69,9,79,23370,7.13
1_2018_79,2018,,70-74,1,79,9220,5.219
2_2018_79,2018,,70-74,2,79,10070,10.151
9_2018_79,2018,,70-74,9,79,19280,7.794
1_2018_79,2018,,75-79,1,79,6200,6.618
2_2018_79,2018,,75-79,2,79,7140,11.646
9_2018_79,2018,,75-79,9,79,13340,9.311
1_2018_79,2018,,80-84,1,79,5600,8.338
2_2018_79,2018,,80-84,2,79,7330,13.177
9_2018_79,2018,,80-84,9,79,12930,11.081
1_2018_79,2018,,85-89,1,79,3860,10.99
2_2018_79,2018,,85-89,2,79,6200,15.836
9_2018_79,2018,,85-89,9,79,10060,13.978
1_2018_79,2018,,90-94,1,79,1800,13.193
2_2018_79,2018,,90-94,2,79,3560,17.71
9_2018_79,2018,,90-94,9,79,5370,16.192
1_2018_79,2018,,95et+,1,79,480,15.909
2_2018_79,2018,,95et+,2,79,1490,19.839
9_2018_79,2018,,95et+,9,79,1980,18.877
1_2018_79,2018,,tsage,1,79,175960,3.176
2_2018_79,2018,,tsage,2,79,187640,6.415
9_2018_79,2018,,tsage,9,79,363600,4.848
1_2018_80,2018,,00-04,1,80,15080,0
2_2018_80,2018,,00-04,2,80,14120,0
9_2018_80,2018,,00-04,9,80,29190,0
1_2018_80,2018,,05-09,1,80,16890,0
2_2018_80,2018,,05-09,2,80,15960,0
9_2018_80,2018,,05-09,9,80,32850,0
1_2018_80,2018,,10-14,1,80,16860,0
2_2018_80,2018,,10-14,2,80,16200,0
9_2018_80,2018,,10-14,9,80,33050,0.033
1_2018_80,2018,,15-19,1,80,16790,0.25
2_2018_80,2018,,15-19,2,80,17010,0.459
9_2018_80,2018,,15-19,9,80,33800,0.355
1_2018_80,2018,,20-24,1,80,15220,0.624
2_2018_80,2018,,20-24,2,80,16350,1.321
9_2018_80,2018,,20-24,9,80,31570,0.985
1_2018_80,2018,,25-29,1,80,15370,1.08
2_2018_80,2018,,25-29,2,80,16330,2.095
9_2018_80,2018,,25-29,9,80,31690,1.603
1_2018_80,2018,,30-34,1,80,16150,1.697
2_2018_80,2018,,30-34,2,80,16930,3.331
9_2018_80,2018,,30-34,9,80,33080,2.533
1_2018_80,2018,,35-39,1,80,16420,2.606
2_2018_80,2018,,35-39,2,80,17060,5.053
9_2018_80,2018,,35-39,9,80,33480,3.853
1_2018_80,2018,,40-44,1,80,15890,3.129
2_2018_80,2018,,40-44,2,80,16570,6.933
9_2018_80,2018,,40-44,9,80,32460,5.071
1_2018_80,2018,,45-49,1,80,18280,4.13
2_2018_80,2018,,45-49,2,80,18810,8.553
9_2018_80,2018,,45-49,9,80,37090,6.373
1_2018_80,2018,,50-54,1,80,17850,4.717
2_2018_80,2018,,50-54,2,80,18190,9.271
9_2018_80,2018,,50-54,9,80,36040,7.015
1_2018_80,2018,,55-59,1,80,17220,5.239
2_2018_80,2018,,55-59,2,80,17910,10.303
9_2018_80,2018,,55-59,9,80,35130,7.821
1_2018_80,2018,,60-64,1,80,16510,4.917
2_2018_80,2018,,60-64,2,80,17940,9.654
9_2018_80,2018,,60-64,9,80,34450,7.384
1_2018_80,2018,,65-69,1,80,16300,4.651
2_2018_80,2018,,65-69,2,80,17720,9.726
9_2018_80,2018,,65-69,9,80,34010,7.295
1_2018_80,2018,,70-74,1,80,13060,5.498
2_2018_80,2018,,70-74,2,80,14860,11.059
9_2018_80,2018,,70-74,9,80,27920,8.457
1_2018_80,2018,,75-79,1,80,7630,6.111
2_2018_80,2018,,75-79,2,80,9640,12.357
9_2018_80,2018,,75-79,9,80,17260,9.598
1_2018_80,2018,,80-84,1,80,6270,8.034
2_2018_80,2018,,80-84,2,80,9330,13.008
9_2018_80,2018,,80-84,9,80,15610,11.009
1_2018_80,2018,,85-89,1,80,4000,8.843
2_2018_80,2018,,85-89,2,80,7470,13.396
9_2018_80,2018,,85-89,9,80,11470,11.807
1_2018_80,2018,,90-94,1,80,1660,9.621
2_2018_80,2018,,90-94,2,80,4180,13.104
9_2018_80,2018,,90-94,9,80,5850,12.113
1_2018_80,2018,,95et+,1,80,400,8.728
2_2018_80,2018,,95et+,2,80,1480,13.63
9_2018_80,2018,,95et+,9,80,1880,12.586
1_2018_80,2018,,tsage,1,80,263840,2.963
2_2018_80,2018,,tsage,2,80,284040,6.199
9_2018_80,2018,,tsage,9,80,547880,4.641
1_2018_81,2018,,00-04,1,81,9190,0
2_2018_81,2018,,00-04,2,81,8730,0
9_2018_81,2018,,00-04,9,81,17910,0
1_2018_81,2018,,05-09,1,81,10950,0
2_2018_81,2018,,05-09,2,81,10350,0
9_2018_81,2018,,05-09,9,81,21290,0
1_2018_81,2018,,10-14,1,81,11240,0
2_2018_81,2018,,10-14,2,81,10670,0
9_2018_81,2018,,10-14,9,81,21900,0
1_2018_81,2018,,15-19,1,81,11010,0.227
2_2018_81,2018,,15-19,2,81,10750,0.381
9_2018_81,2018,,15-19,9,81,21760,0.303
1_2018_81,2018,,20-24,1,81,9120,0.625
2_2018_81,2018,,20-24,2,81,9440,1.165
9_2018_81,2018,,20-24,9,81,18560,0.9
1_2018_81,2018,,25-29,1,81,8600,0.791
2_2018_81,2018,,25-29,2,81,9260,1.588
9_2018_81,2018,,25-29,9,81,17860,1.204
1_2018_81,2018,,30-34,1,81,9130,1.304
2_2018_81,2018,,30-34,2,81,10110,2.81
9_2018_81,2018,,30-34,9,81,19230,2.095
1_2018_81,2018,,35-39,1,81,10270,2.093
2_2018_81,2018,,35-39,2,81,11460,3.971
9_2018_81,2018,,35-39,9,81,21730,3.083
1_2018_81,2018,,40-44,1,81,10680,2.752
2_2018_81,2018,,40-44,2,81,11490,5.84
9_2018_81,2018,,40-44,9,81,22170,4.352
1_2018_81,2018,,45-49,1,81,12370,3.34
2_2018_81,2018,,45-49,2,81,13280,6.88
9_2018_81,2018,,45-49,9,81,25650,5.173
1_2018_81,2018,,50-54,1,81,12770,3.735
2_2018_81,2018,,50-54,2,81,13320,7.877
9_2018_81,2018,,50-54,9,81,26090,5.849
1_2018_81,2018,,55-59,1,81,12580,3.657
2_2018_81,2018,,55-59,2,81,13360,8.266
9_2018_81,2018,,55-59,9,81,25930,6.031
1_2018_81,2018,,60-64,1,81,12310,3.729
2_2018_81,2018,,60-64,2,81,13280,7.929
9_2018_81,2018,,60-64,9,81,25590,5.909
1_2018_81,2018,,65-69,1,81,12490,3.948
2_2018_81,2018,,65-69,2,81,13510,7.655
9_2018_81,2018,,65-69,9,81,26000,5.874
1_2018_81,2018,,70-74,1,81,10450,4.231
2_2018_81,2018,,70-74,2,81,11570,8.334
9_2018_81,2018,,70-74,9,81,22010,6.387
1_2018_81,2018,,75-79,1,81,6930,5.511
2_2018_81,2018,,75-79,2,81,8290,10.211
9_2018_81,2018,,75-79,9,81,15220,8.07
1_2018_81,2018,,80-84,1,81,6270,6.646
2_2018_81,2018,,80-84,2,81,8240,11.96
9_2018_81,2018,,80-84,9,81,14510,9.662
1_2018_81,2018,,85-89,1,81,4670,8.637
2_2018_81,2018,,85-89,2,81,7290,14.15
9_2018_81,2018,,85-89,9,81,11950,11.998
1_2018_81,2018,,90-94,1,81,2160,10.812
2_2018_81,2018,,90-94,2,81,4480,15.93
9_2018_81,2018,,90-94,9,81,6640,14.268
1_2018_81,2018,,95et+,1,81,580,10.481
2_2018_81,2018,,95et+,2,81,1780,17.809
9_2018_81,2018,,95et+,9,81,2360,16.003
1_2018_81,2018,,tsage,1,81,183750,2.734
2_2018_81,2018,,tsage,2,81,200620,5.843
9_2018_81,2018,,tsage,9,81,384370,4.357
1_2018_82,2018,,00-04,1,82,6950,0
2_2018_82,2018,,00-04,2,82,6500,0
9_2018_82,2018,,00-04,9,82,13450,0
1_2018_82,2018,,05-09,1,82,8130,0
2_2018_82,2018,,05-09,2,82,7720,0
9_2018_82,2018,,05-09,9,82,15850,0
1_2018_82,2018,,10-14,1,82,8460,0
2_2018_82,2018,,10-14,2,82,7860,0
9_2018_82,2018,,10-14,9,82,16320,0
1_2018_82,2018,,15-19,1,82,7640,0.249
2_2018_82,2018,,15-19,2,82,7590,0.421
9_2018_82,2018,,15-19,9,82,15240,0.335
1_2018_82,2018,,20-24,1,82,6260,0.511
2_2018_82,2018,,20-24,2,82,6450,1.039
9_2018_82,2018,,20-24,9,82,12710,0.779
1_2018_82,2018,,25-29,1,82,6110,0.982
2_2018_82,2018,,25-29,2,82,6420,1.294
9_2018_82,2018,,25-29,9,82,12530,1.142
1_2018_82,2018,,30-34,1,82,6700,1.388
2_2018_82,2018,,30-34,2,82,7460,2.533
9_2018_82,2018,,30-34,9,82,14160,1.991
1_2018_82,2018,,35-39,1,82,7490,1.908
2_2018_82,2018,,35-39,2,82,8110,3.87
9_2018_82,2018,,35-39,9,82,15610,2.928
1_2018_82,2018,,40-44,1,82,7710,2.503
2_2018_82,2018,,40-44,2,82,8270,5.853
9_2018_82,2018,,40-44,9,82,15980,4.237
1_2018_82,2018,,45-49,1,82,8900,3.406
2_2018_82,2018,,45-49,2,82,9050,7.791
9_2018_82,2018,,45-49,9,82,17950,5.617
1_2018_82,2018,,50-54,1,82,8550,4.049
2_2018_82,2018,,50-54,2,82,8830,8.717
9_2018_82,2018,,50-54,9,82,17380,6.422
1_2018_82,2018,,55-59,1,82,8260,4.395
2_2018_82,2018,,55-59,2,82,8700,9.368
9_2018_82,2018,,55-59,9,82,16960,6.946
1_2018_82,2018,,60-64,1,82,7760,4.123
2_2018_82,2018,,60-64,2,82,8300,8.953
9_2018_82,2018,,60-64,9,82,16060,6.619
1_2018_82,2018,,65-69,1,82,7800,4.384
2_2018_82,2018,,65-69,2,82,8130,8.834
9_2018_82,2018,,65-69,9,82,15930,6.655
1_2018_82,2018,,70-74,1,82,6330,5.323
2_2018_82,2018,,70-74,2,82,6780,10.379
9_2018_82,2018,,70-74,9,82,13110,7.938
1_2018_82,2018,,75-79,1,82,4160,6.062
2_2018_82,2018,,75-79,2,82,4970,11.52
9_2018_82,2018,,75-79,9,82,9130,9.035
1_2018_82,2018,,80-84,1,82,3540,8.78
2_2018_82,2018,,80-84,2,82,4620,13.918
9_2018_82,2018,,80-84,9,82,8160,11.688
1_2018_82,2018,,85-89,1,82,2560,9.5
2_2018_82,2018,,85-89,2,82,4000,16.446
9_2018_82,2018,,85-89,9,82,6560,13.737
1_2018_82,2018,,90-94,1,82,1160,11.246
2_2018_82,2018,,90-94,2,82,2410,16.417
9_2018_82,2018,,90-94,9,82,3560,14.739
1_2018_82,2018,,95et+,1,82,310,11.327
2_2018_82,2018,,95et+,2,82,950,16.931
9_2018_82,2018,,95et+,9,82,1250,15.55
1_2018_82,2018,,tsage,1,82,124770,2.825
2_2018_82,2018,,tsage,2,82,133120,6.05
9_2018_82,2018,,tsage,9,82,257890,4.49
1_2018_83,2018,,00-04,1,83,26810,0
2_2018_83,2018,,00-04,2,83,25360,0
9_2018_83,2018,,00-04,9,83,52170,0
1_2018_83,2018,,05-09,1,83,29450,0
2_2018_83,2018,,05-09,2,83,27880,0
9_2018_83,2018,,05-09,9,83,57330,0
1_2018_83,2018,,10-14,1,83,29430,0.068
2_2018_83,2018,,10-14,2,83,28280,0.06
9_2018_83,2018,,10-14,9,83,57710,0.064
1_2018_83,2018,,15-19,1,83,28770,0.275
2_2018_83,2018,,15-19,2,83,28400,0.535
9_2018_83,2018,,15-19,9,83,57170,0.404
1_2018_83,2018,,20-24,1,83,25630,0.648
2_2018_83,2018,,20-24,2,83,27040,1.239
9_2018_83,2018,,20-24,9,83,52670,0.951
1_2018_83,2018,,25-29,1,83,26220,0.988
2_2018_83,2018,,25-29,2,83,28840,1.876
9_2018_83,2018,,25-29,9,83,55060,1.453
1_2018_83,2018,,30-34,1,83,28690,1.433
2_2018_83,2018,,30-34,2,83,31560,2.861
9_2018_83,2018,,30-34,9,83,60250,2.181
1_2018_83,2018,,35-39,1,83,29830,2.202
2_2018_83,2018,,35-39,2,83,33030,4.541
9_2018_83,2018,,35-39,9,83,62860,3.431
1_2018_83,2018,,40-44,1,83,29970,2.94
2_2018_83,2018,,40-44,2,83,31670,6.054
9_2018_83,2018,,40-44,9,83,61640,4.54
1_2018_83,2018,,45-49,1,83,34940,3.818
2_2018_83,2018,,45-49,2,83,37630,7.629
9_2018_83,2018,,45-49,9,83,72570,5.794
1_2018_83,2018,,50-54,1,83,35830,4.395
2_2018_83,2018,,50-54,2,83,38890,8.614
9_2018_83,2018,,50-54,9,83,74720,6.591
1_2018_83,2018,,55-59,1,83,34970,4.899
2_2018_83,2018,,55-59,2,83,37800,9.827
9_2018_83,2018,,55-59,9,83,72770,7.459
1_2018_83,2018,,60-64,1,83,34230,4.853
2_2018_83,2018,,60-64,2,83,37520,9.4
9_2018_83,2018,,60-64,9,83,71750,7.231
1_2018_83,2018,,65-69,1,83,34490,4.291
2_2018_83,2018,,65-69,2,83,38900,8.905
9_2018_83,2018,,65-69,9,83,73390,6.736
1_2018_83,2018,,70-74,1,83,32200,4.813
2_2018_83,2018,,70-74,2,83,36610,9.97
9_2018_83,2018,,70-74,9,83,68810,7.557
1_2018_83,2018,,75-79,1,83,22940,5.999
2_2018_83,2018,,75-79,2,83,26840,10.793
9_2018_83,2018,,75-79,9,83,49780,8.584
1_2018_83,2018,,80-84,1,83,17380,7.404
2_2018_83,2018,,80-84,2,83,22270,13.005
9_2018_83,2018,,80-84,9,83,39650,10.55
1_2018_83,2018,,85-89,1,83,11420,9.872
2_2018_83,2018,,85-89,2,83,18030,15.956
9_2018_83,2018,,85-89,9,83,29450,13.597
1_2018_83,2018,,90-94,1,83,4690,11.438
2_2018_83,2018,,90-94,2,83,10440,18.17
9_2018_83,2018,,90-94,9,83,15130,16.085
1_2018_83,2018,,95et+,1,83,1280,11.916
2_2018_83,2018,,95et+,2,83,4470,18.514
9_2018_83,2018,,95et+,9,83,5750,17.041
1_2018_83,2018,,tsage,1,83,519140,3.133
2_2018_83,2018,,tsage,2,83,571460,6.534
9_2018_83,2018,,tsage,9,83,1090600,4.915
1_2018_84,2018,,00-04,1,84,16490,0
2_2018_84,2018,,00-04,2,84,15420,0
9_2018_84,2018,,00-04,9,84,31910,0
1_2018_84,2018,,05-09,1,84,17780,0
2_2018_84,2018,,05-09,2,84,16720,0
9_2018_84,2018,,05-09,9,84,34500,0
1_2018_84,2018,,10-14,1,84,17250,0
2_2018_84,2018,,10-14,2,84,16550,0.072
9_2018_84,2018,,10-14,9,84,33800,0.062
1_2018_84,2018,,15-19,1,84,16430,0.207
2_2018_84,2018,,15-19,2,84,16250,0.554
9_2018_84,2018,,15-19,9,84,32680,0.379
1_2018_84,2018,,20-24,1,84,14280,0.602
2_2018_84,2018,,20-24,2,84,15340,0.997
9_2018_84,2018,,20-24,9,84,29620,0.807
1_2018_84,2018,,25-29,1,84,14550,1.058
2_2018_84,2018,,25-29,2,84,16520,1.611
9_2018_84,2018,,25-29,9,84,31070,1.352
1_2018_84,2018,,30-34,1,84,15890,1.334
2_2018_84,2018,,30-34,2,84,17700,2.147
9_2018_84,2018,,30-34,9,84,33590,1.763
1_2018_84,2018,,35-39,1,84,16300,2.159
2_2018_84,2018,,35-39,2,84,17970,3.416
9_2018_84,2018,,35-39,9,84,34270,2.819
1_2018_84,2018,,40-44,1,84,15950,2.64
2_2018_84,2018,,40-44,2,84,17030,5.125
9_2018_84,2018,,40-44,9,84,32980,3.924
1_2018_84,2018,,45-49,1,84,18530,3.233
2_2018_84,2018,,45-49,2,84,19510,6.431
9_2018_84,2018,,45-49,9,84,38040,4.873
1_2018_84,2018,,50-54,1,84,18940,3.468
2_2018_84,2018,,50-54,2,84,20210,7.546
9_2018_84,2018,,50-54,9,84,39150,5.573
1_2018_84,2018,,55-59,1,84,17810,4.234
2_2018_84,2018,,55-59,2,84,19540,8.077
9_2018_84,2018,,55-59,9,84,37350,6.244
1_2018_84,2018,,60-64,1,84,16940,3.961
2_2018_84,2018,,60-64,2,84,18460,7.715
9_2018_84,2018,,60-64,9,84,35400,5.918
1_2018_84,2018,,65-69,1,84,17010,4.122
2_2018_84,2018,,65-69,2,84,18160,8.067
9_2018_84,2018,,65-69,9,84,35170,6.16
1_2018_84,2018,,70-74,1,84,14640,4.489
2_2018_84,2018,,70-74,2,84,16020,8.902
9_2018_84,2018,,70-74,9,84,30650,6.795
1_2018_84,2018,,75-79,1,84,9840,6.251
2_2018_84,2018,,75-79,2,84,11620,10.537
9_2018_84,2018,,75-79,9,84,21460,8.571
1_2018_84,2018,,80-84,1,84,7120,7.51
2_2018_84,2018,,80-84,2,84,9760,12.787
9_2018_84,2018,,80-84,9,84,16880,10.56
1_2018_84,2018,,85-89,1,84,4740,10.188
2_2018_84,2018,,85-89,2,84,8040,15.498
9_2018_84,2018,,85-89,9,84,12780,13.528
1_2018_84,2018,,90-94,1,84,1880,11.395
2_2018_84,2018,,90-94,2,84,4460,16.611
9_2018_84,2018,,90-94,9,84,6340,15.065
1_2018_84,2018,,95et+,1,84,520,11.731
2_2018_84,2018,,95et+,2,84,1840,16.621
9_2018_84,2018,,95et+,9,84,2360,15.544
1_2018_84,2018,,tsage,1,84,272870,2.645
2_2018_84,2018,,tsage,2,84,297120,5.326
9_2018_84,2018,,tsage,9,84,570000,4.043
1_2018_85,2018,,00-04,1,85,16480,0
2_2018_85,2018,,00-04,2,85,15520,0
9_2018_85,2018,,00-04,9,85,31990,0
1_2018_85,2018,,05-09,1,85,19960,0
2_2018_85,2018,,05-09,2,85,19020,0
9_2018_85,2018,,05-09,9,85,38980,0
1_2018_85,2018,,10-14,1,85,21080,0.071
2_2018_85,2018,,10-14,2,85,20360,0
9_2018_85,2018,,10-14,9,85,41430,0.058
1_2018_85,2018,,15-19,1,85,19910,0.216
2_2018_85,2018,,15-19,2,85,19450,0.545
9_2018_85,2018,,15-19,9,85,39360,0.379
1_2018_85,2018,,20-24,1,85,15630,0.563
2_2018_85,2018,,20-24,2,85,16380,1.41
9_2018_85,2018,,20-24,9,85,32010,0.997
1_2018_85,2018,,25-29,1,85,15120,1.118
2_2018_85,2018,,25-29,2,85,15630,2.118
9_2018_85,2018,,25-29,9,85,30750,1.626
1_2018_85,2018,,30-34,1,85,16640,1.983
2_2018_85,2018,,30-34,2,85,17730,3.102
9_2018_85,2018,,30-34,9,85,34370,2.561
1_2018_85,2018,,35-39,1,85,19250,2.219
2_2018_85,2018,,35-39,2,85,20260,4.868
9_2018_85,2018,,35-39,9,85,39500,3.577
1_2018_85,2018,,40-44,1,85,19430,3.108
2_2018_85,2018,,40-44,2,85,20080,6.305
9_2018_85,2018,,40-44,9,85,39510,4.733
1_2018_85,2018,,45-49,1,85,21580,3.633
2_2018_85,2018,,45-49,2,85,22170,8.254
9_2018_85,2018,,45-49,9,85,43750,5.975
1_2018_85,2018,,50-54,1,85,21270,4.021
2_2018_85,2018,,50-54,2,85,21440,9.657
9_2018_85,2018,,50-54,9,85,42700,6.85
1_2018_85,2018,,55-59,1,85,21220,4.888
2_2018_85,2018,,55-59,2,85,22250,9.585
9_2018_85,2018,,55-59,9,85,43470,7.293
1_2018_85,2018,,60-64,1,85,22040,4.401
2_2018_85,2018,,60-64,2,85,23570,9.582
9_2018_85,2018,,60-64,9,85,45600,7.078
1_2018_85,2018,,65-69,1,85,23720,4.777
2_2018_85,2018,,65-69,2,85,25210,9.757
9_2018_85,2018,,65-69,9,85,48930,7.343
1_2018_85,2018,,70-74,1,85,19450,5.179
2_2018_85,2018,,70-74,2,85,21270,11.206
9_2018_85,2018,,70-74,9,85,40710,8.327
1_2018_85,2018,,75-79,1,85,12110,6.704
2_2018_85,2018,,75-79,2,85,13990,13.1
9_2018_85,2018,,75-79,9,85,26100,10.133
1_2018_85,2018,,80-84,1,85,10340,8.499
2_2018_85,2018,,80-84,2,85,13430,15.243
9_2018_85,2018,,80-84,9,85,23770,12.309
1_2018_85,2018,,85-89,1,85,6410,11.134
2_2018_85,2018,,85-89,2,85,10640,18.618
9_2018_85,2018,,85-89,9,85,17050,15.802
1_2018_85,2018,,90-94,1,85,2640,14.725
2_2018_85,2018,,90-94,2,85,6380,22.275
9_2018_85,2018,,90-94,9,85,9010,20.067
1_2018_85,2018,,95et+,1,85,670,18.425
2_2018_85,2018,,95et+,2,85,2430,23.52
9_2018_85,2018,,95et+,9,85,3110,22.415
1_2018_85,2018,,tsage,1,85,324920,3.195
2_2018_85,2018,,tsage,2,85,347180,7.047
9_2018_85,2018,,tsage,9,85,672110,5.185
1_2018_86,2018,,00-04,1,86,10670,0
2_2018_86,2018,,00-04,2,86,10230,0
9_2018_86,2018,,00-04,9,86,20900,0
1_2018_86,2018,,05-09,1,86,12360,0
2_2018_86,2018,,05-09,2,86,11810,0
9_2018_86,2018,,05-09,9,86,24170,0
1_2018_86,2018,,10-14,1,86,12490,0
2_2018_86,2018,,10-14,2,86,11860,0
9_2018_86,2018,,10-14,9,86,24350,0.045
