sexe_annee_dpt,annee,top,cla_age_5,sexe,dept,Npop,prev
2_2018_02,2018,,80-84,2,02,8920,13.435
9_2018_02,2018,,80-84,9,02,14900,11.057
1_2018_02,2018,,85-89,1,02,3890,9.107
2_2018_02,2018,,85-89,2,02,7530,15.147
9_2018_02,2018,,85-89,9,02,11410,13.09
1_2018_02,2018,,90-94,1,02,1580,11.329
2_2018_02,2018,,90-94,2,02,4030,15.627
9_2018_02,2018,,90-94,9,02,5610,14.416
1_2018_02,2018,,95et+,1,02,360,9.577
2_2018_02,2018,,95et+,2,02,1390,15.778
9_2018_02,2018,,95et+,9,02,1740,14.515
1_2018_02,2018,,tsage,1,02,246490,3.042
2_2018_02,2018,,tsage,2,02,266170,6.482
9_2018_02,2018,,tsage,9,02,512660,4.828
1_2018_03,2018,,00-04,1,03,7400,0
2_2018_03,2018,,00-04,2,03,7040,0
9_2018_03,2018,,00-04,9,03,14440,0
1_2018_03,2018,,05-09,1,03,8440,0
2_2018_03,2018,,05-09,2,03,8050,0
9_2018_03,2018,,05-09,9,03,16500,0
1_2018_03,2018,,10-14,1,03,8600,0
2_2018_03,2018,,10-14,2,03,8420,0
9_2018_03,2018,,10-14,9,03,17010,0.065
1_2018_03,2018,,15-19,1,03,8970,0.245
2_2018_03,2018,,15-19,2,03,8680,0.588
9_2018_03,2018,,15-19,9,03,17640,0.414
1_2018_03,2018,,20-24,1,03,7700,0.806
2_2018_03,2018,,20-24,2,03,8050,1.502
9_2018_03,2018,,20-24,9,03,15750,1.162
1_2018_03,2018,,25-29,1,03,7350,1.198
2_2018_03,2018,,25-29,2,03,7500,2.254
9_2018_03,2018,,25-29,9,03,14850,1.731
1_2018_03,2018,,30-34,1,03,7380,1.896
2_2018_03,2018,,30-34,2,03,8150,3.633
9_2018_03,2018,,30-34,9,03,15530,2.807
1_2018_03,2018,,35-39,1,03,8110,2.268
2_2018_03,2018,,35-39,2,03,8820,5.419
9_2018_03,2018,,35-39,9,03,16930,3.909
1_2018_03,2018,,40-44,1,03,8310,3.154
2_2018_03,2018,,40-44,2,03,9100,6.883
9_2018_03,2018,,40-44,9,03,17400,5.103
1_2018_03,2018,,45-49,1,03,10430,3.885
2_2018_03,2018,,45-49,2,03,10860,8.197
9_2018_03,2018,,45-49,9,03,21280,6.085
1_2018_03,2018,,50-54,1,03,10780,4.518
2_2018_03,2018,,50-54,2,03,11120,9.51
9_2018_03,2018,,50-54,9,03,21900,7.052
1_2018_03,2018,,55-59,1,03,10900,5.174
2_2018_03,2018,,55-59,2,03,11500,10.546
9_2018_03,2018,,55-59,9,03,22400,7.932
1_2018_03,2018,,60-64,1,03,10980,5.107
2_2018_03,2018,,60-64,2,03,12080,9.489
9_2018_03,2018,,60-64,9,03,23060,7.402
1_2018_03,2018,,65-69,1,03,11500,4.868
2_2018_03,2018,,65-69,2,03,12670,10.2
9_2018_03,2018,,65-69,9,03,24170,7.662
1_2018_03,2018,,70-74,1,03,9890,5.66
2_2018_03,2018,,70-74,2,03,11120,10.801
9_2018_03,2018,,70-74,9,03,21010,8.381
1_2018_03,2018,,75-79,1,03,6430,6.874
2_2018_03,2018,,75-79,2,03,7950,11.932
9_2018_03,2018,,75-79,9,03,14380,9.67
1_2018_03,2018,,80-84,1,03,5550,9.348
2_2018_03,2018,,80-84,2,03,7970,13.97
9_2018_03,2018,,80-84,9,03,13520,12.072
1_2018_03,2018,,85-89,1,03,3820,11.399
2_2018_03,2018,,85-89,2,03,6820,16.672
9_2018_03,2018,,85-89,9,03,10640,14.78
1_2018_03,2018,,90-94,1,03,1650,11.758
2_2018_03,2018,,90-94,2,03,3880,18.236
9_2018_03,2018,,90-94,9,03,5530,16.302
1_2018_03,2018,,95et+,1,03,440,11.39
2_2018_03,2018,,95et+,2,03,1520,15.842
9_2018_03,2018,,95et+,9,03,1950,14.841
1_2018_03,2018,,tsage,1,03,154630,3.582
2_2018_03,2018,,tsage,2,03,171260,7.413
9_2018_03,2018,,tsage,9,03,325890,5.595
1_2018_04,2018,,00-04,1,04,3790,0
2_2018_04,2018,,00-04,2,04,3520,0
9_2018_04,2018,,00-04,9,04,7320,0
1_2018_04,2018,,05-09,1,04,4280,0
2_2018_04,2018,,05-09,2,04,4060,0
9_2018_04,2018,,05-09,9,04,8350,0
1_2018_04,2018,,10-14,1,04,4470,0
2_2018_04,2018,,10-14,2,04,4240,0
9_2018_04,2018,,10-14,9,04,8710,0
1_2018_04,2018,,15-19,1,04,4560,0
2_2018_04,2018,,15-19,2,04,4420,0.497
9_2018_04,2018,,15-19,9,04,8980,0.278
1_2018_04,2018,,20-24,1,04,3760,0.586
2_2018_04,2018,,20-24,2,04,3820,0.941
9_2018_04,2018,,20-24,9,04,7580,0.765
1_2018_04,2018,,25-29,1,04,3830,1.386
2_2018_04,2018,,25-29,2,04,3940,1.652
9_2018_04,2018,,25-29,9,04,7760,1.521
1_2018_04,2018,,30-34,1,04,3860,1.139
2_2018_04,2018,,30-34,2,04,4320,2.29
9_2018_04,2018,,30-34,9,04,8190,1.746
1_2018_04,2018,,35-39,1,04,3980,1.859
2_2018_04,2018,,35-39,2,04,4550,3.652
9_2018_04,2018,,35-39,9,04,8530,2.815
1_2018_04,2018,,40-44,1,04,4060,3.033
2_2018_04,2018,,40-44,2,04,4580,4.758
9_2018_04,2018,,40-44,9,04,8640,3.948
1_2018_04,2018,,45-49,1,04,5050,3.443
2_2018_04,2018,,45-49,2,04,5440,6.236
9_2018_04,2018,,45-49,9,04,10490,4.891
1_2018_04,2018,,50-54,1,04,5500,4.039
2_2018_04,2018,,50-54,2,04,5950,6.82
9_2018_04,2018,,50-54,9,04,11450,5.485
1_2018_04,2018,,55-59,1,04,5550,3.962
2_2018_04,2018,,55-59,2,04,5990,8.13
9_2018_04,2018,,55-59,9,04,11540,6.125
1_2018_04,2018,,60-64,1,04,5700,4.072
2_2018_04,2018,,60-64,2,04,5870,8.487
9_2018_04,2018,,60-64,9,04,11570,6.312
1_2018_04,2018,,65-69,1,04,5440,4.12
2_2018_04,2018,,65-69,2,04,5670,7.578
9_2018_04,2018,,65-69,9,04,11110,5.886
1_2018_04,2018,,70-74,1,04,4790,3.987
2_2018_04,2018,,70-74,2,04,5330,8.953
9_2018_04,2018,,70-74,9,04,10120,6.602
1_2018_04,2018,,75-79,1,04,3380,5.496
2_2018_04,2018,,75-79,2,04,3910,10.338
9_2018_04,2018,,75-79,9,04,7290,8.091
1_2018_04,2018,,80-84,1,04,2640,8.22
2_2018_04,2018,,80-84,2,04,3280,12.271
9_2018_04,2018,,80-84,9,04,5920,10.463
1_2018_04,2018,,85-89,1,04,1670,9.259
2_2018_04,2018,,85-89,2,04,2640,14.529
9_2018_04,2018,,85-89,9,04,4320,12.486
1_2018_04,2018,,90-94,1,04,700,10.029
2_2018_04,2018,,90-94,2,04,1600,14.866
9_2018_04,2018,,90-94,9,04,2300,13.397
1_2018_04,2018,,95et+,1,04,190,9.278
2_2018_04,2018,,95et+,2,04,680,12.188
9_2018_04,2018,,95et+,9,04,880,11.543
1_2018_04,2018,,tsage,1,04,77210,2.887
2_2018_04,2018,,tsage,2,04,83810,5.674
9_2018_04,2018,,tsage,9,04,161020,4.338
1_2018_05,2018,,00-04,1,05,3250,0
2_2018_05,2018,,00-04,2,05,3070,0
9_2018_05,2018,,00-04,9,05,6320,0
1_2018_05,2018,,05-09,1,05,3740,0
2_2018_05,2018,,05-09,2,05,3610,0
9_2018_05,2018,,05-09,9,05,7360,0
1_2018_05,2018,,10-14,1,05,3760,0
2_2018_05,2018,,10-14,2,05,3670,0
9_2018_05,2018,,10-14,9,05,7430,0
1_2018_05,2018,,15-19,1,05,3820,0.288
2_2018_05,2018,,15-19,2,05,3680,0
9_2018_05,2018,,15-19,9,05,7500,0.267
1_2018_05,2018,,20-24,1,05,3160,0.506
2_2018_05,2018,,20-24,2,05,3150,1.335
9_2018_05,2018,,20-24,9,05,6300,0.92
1_2018_05,2018,,25-29,1,05,3300,0.788
2_2018_05,2018,,25-29,2,05,3370,1.306
9_2018_05,2018,,25-29,9,05,6670,1.05
1_2018_05,2018,,30-34,1,05,3560,0.675
2_2018_05,2018,,30-34,2,05,4010,2.546
9_2018_05,2018,,30-34,9,05,7560,1.666
1_2018_05,2018,,35-39,1,05,3860,2.148
2_2018_05,2018,,35-39,2,05,4230,3.527
9_2018_05,2018,,35-39,9,05,8090,2.868
1_2018_05,2018,,40-44,1,05,3770,2.65
2_2018_05,2018,,40-44,2,05,4080,4.881
9_2018_05,2018,,40-44,9,05,7850,3.809
1_2018_05,2018,,45-49,1,05,4530,2.802
2_2018_05,2018,,45-49,2,05,4710,5.709
9_2018_05,2018,,45-49,9,05,9240,4.284
1_2018_05,2018,,50-54,1,05,4690,3.538
2_2018_05,2018,,50-54,2,05,4820,7.097
9_2018_05,2018,,50-54,9,05,9510,5.341
1_2018_05,2018,,55-59,1,05,4730,3.638
2_2018_05,2018,,55-59,2,05,5020,7.315
9_2018_05,2018,,55-59,9,05,9750,5.531
1_2018_05,2018,,60-64,1,05,4700,3.855
2_2018_05,2018,,60-64,2,05,4890,7.307
9_2018_05,2018,,60-64,9,05,9580,5.615
1_2018_05,2018,,65-69,1,05,4550,3.872
2_2018_05,2018,,65-69,2,05,4800,7.21
9_2018_05,2018,,65-69,9,05,9340,5.586
1_2018_05,2018,,70-74,1,05,3970,3.454
2_2018_05,2018,,70-74,2,05,4230,7.015
9_2018_05,2018,,70-74,9,05,8200,5.293
1_2018_05,2018,,75-79,1,05,2550,4.939
2_2018_05,2018,,75-79,2,05,2850,7.816
9_2018_05,2018,,75-79,9,05,5400,6.458
1_2018_05,2018,,80-84,1,05,2070,6.277
2_2018_05,2018,,80-84,2,05,2660,9.474
9_2018_05,2018,,80-84,9,05,4730,8.074
1_2018_05,2018,,85-89,1,05,1380,7.464
2_2018_05,2018,,85-89,2,05,2160,12.159
9_2018_05,2018,,85-89,9,05,3540,10.33
1_2018_05,2018,,90-94,1,05,580,9.949
2_2018_05,2018,,90-94,2,05,1310,12.643
9_2018_05,2018,,90-94,9,05,1900,11.814
1_2018_05,2018,,95et+,1,05,170,6.627
2_2018_05,2018,,95et+,2,05,540,13.408
9_2018_05,2018,,95et+,9,05,700,11.807
1_2018_05,2018,,tsage,1,05,66130,2.494
2_2018_05,2018,,tsage,2,05,70840,4.943
9_2018_05,2018,,tsage,9,05,136970,3.761
1_2018_06,2018,,00-04,1,06,28250,0
2_2018_06,2018,,00-04,2,06,26710,0
9_2018_06,2018,,00-04,9,06,54960,0
1_2018_06,2018,,05-09,1,06,29180,0
2_2018_06,2018,,05-09,2,06,27620,0
9_2018_06,2018,,05-09,9,06,56800,0
1_2018_06,2018,,10-14,1,06,28390,0.074
2_2018_06,2018,,10-14,2,06,27290,0.04
9_2018_06,2018,,10-14,9,06,55680,0.057
1_2018_06,2018,,15-19,1,06,27210,0.309
2_2018_06,2018,,15-19,2,06,26970,0.549
9_2018_06,2018,,15-19,9,06,54180,0.428
1_2018_06,2018,,20-24,1,06,25790,0.779
2_2018_06,2018,,20-24,2,06,28350,1.337
9_2018_06,2018,,20-24,9,06,54140,1.071
1_2018_06,2018,,25-29,1,06,27930,1.124
2_2018_06,2018,,25-29,2,06,32260,1.807
9_2018_06,2018,,25-29,9,06,60180,1.49
1_2018_06,2018,,30-34,1,06,30180,1.72
2_2018_06,2018,,30-34,2,06,34620,2.88
9_2018_06,2018,,30-34,9,06,64800,2.339
1_2018_06,2018,,35-39,1,06,31470,2.234
2_2018_06,2018,,35-39,2,06,35580,4.227
9_2018_06,2018,,35-39,9,06,67050,3.292
1_2018_06,2018,,40-44,1,06,31150,2.957
2_2018_06,2018,,40-44,2,06,34260,5.805
9_2018_06,2018,,40-44,9,06,65410,4.449
1_2018_06,2018,,45-49,1,06,34660,3.641
2_2018_06,2018,,45-49,2,06,38510,7.476
9_2018_06,2018,,45-49,9,06,73170,5.659
1_2018_06,2018,,50-54,1,06,36140,4.485
2_2018_06,2018,,50-54,2,06,39930,8.736
9_2018_06,2018,,50-54,9,06,76070,6.716
1_2018_06,2018,,55-59,1,06,34310,4.879
2_2018_06,2018,,55-59,2,06,38080,9.666
9_2018_06,2018,,55-59,9,06,72390,7.397
1_2018_06,2018,,60-64,1,06,31690,4.847
2_2018_06,2018,,60-64,2,06,35460,9.849
9_2018_06,2018,,60-64,9,06,67160,7.489
1_2018_06,2018,,65-69,1,06,30980,4.571
2_2018_06,2018,,65-69,2,06,35710,9.199
9_2018_06,2018,,65-69,9,06,66690,7.049
1_2018_06,2018,,70-74,1,06,28690,5.19
2_2018_06,2018,,70-74,2,06,34160,9.745
9_2018_06,2018,,70-74,9,06,62850,7.666
1_2018_06,2018,,75-79,1,06,21450,6.251
2_2018_06,2018,,75-79,2,06,26330,11.098
9_2018_06,2018,,75-79,9,06,47780,8.922
1_2018_06,2018,,80-84,1,06,16520,8
2_2018_06,2018,,80-84,2,06,22970,12.717
9_2018_06,2018,,80-84,9,06,39490,10.744
1_2018_06,2018,,85-89,1,06,11350,9.878
2_2018_06,2018,,85-89,2,06,19370,15.661
9_2018_06,2018,,85-89,9,06,30720,13.524
1_2018_06,2018,,90-94,1,06,5130,11.412
2_2018_06,2018,,90-94,2,06,11740,17.172
9_2018_06,2018,,90-94,9,06,16870,15.422
1_2018_06,2018,,95et+,1,06,1410,13.238
2_2018_06,2018,,95et+,2,06,5130,17.733
9_2018_06,2018,,95et+,9,06,6530,16.766
1_2018_06,2018,,tsage,1,06,511870,3.189
2_2018_06,2018,,tsage,2,06,581050,6.466
9_2018_06,2018,,tsage,9,06,1092920,4.931
1_2018_07,2018,,00-04,1,07,7650,0
2_2018_07,2018,,00-04,2,07,7390,0
9_2018_07,2018,,00-04,9,07,15030,0
1_2018_07,2018,,05-09,1,07,8870,0
2_2018_07,2018,,05-09,2,07,8490,0
9_2018_07,2018,,05-09,9,07,17360,0
1_2018_07,2018,,10-14,1,07,9580,0
2_2018_07,2018,,10-14,2,07,9010,0
9_2018_07,2018,,10-14,9,07,18580,0
1_2018_07,2018,,15-19,1,07,9250,0.249
2_2018_07,2018,,15-19,2,07,9160,0.535
9_2018_07,2018,,15-19,9,07,18420,0.391
1_2018_07,2018,,20-24,1,07,7230,0.664
2_2018_07,2018,,20-24,2,07,7480,1.243
9_2018_07,2018,,20-24,9,07,14720,0.958
1_2018_07,2018,,25-29,1,07,7030,1.095
2_2018_07,2018,,25-29,2,07,7650,1.778
9_2018_07,2018,,25-29,9,07,14680,1.451
1_2018_07,2018,,30-34,1,07,7800,1.923
2_2018_07,2018,,30-34,2,07,8720,2.844
9_2018_07,2018,,30-34,9,07,16520,2.409
1_2018_07,2018,,35-39,1,07,8690,2.533
2_2018_07,2018,,35-39,2,07,9530,4.241
9_2018_07,2018,,35-39,9,07,18210,3.427
1_2018_07,2018,,40-44,1,07,8760,3.05
2_2018_07,2018,,40-44,2,07,9210,6.177
9_2018_07,2018,,40-44,9,07,17970,4.653
1_2018_07,2018,,45-49,1,07,10760,3.589
2_2018_07,2018,,45-49,2,07,11050,7.121
9_2018_07,2018,,45-49,9,07,21810,5.379
1_2018_07,2018,,50-54,1,07,11160,4.095
2_2018_07,2018,,50-54,2,07,11390,8.051
9_2018_07,2018,,50-54,9,07,22550,6.093
1_2018_07,2018,,55-59,1,07,10820,4.629
2_2018_07,2018,,55-59,2,07,11220,9.103
9_2018_07,2018,,55-59,9,07,22040,6.906
1_2018_07,2018,,60-64,1,07,10670,4.51
2_2018_07,2018,,60-64,2,07,11120,8.768
9_2018_07,2018,,60-64,9,07,21790,6.683
1_2018_07,2018,,65-69,1,07,10900,4.414
2_2018_07,2018,,65-69,2,07,11400,8.949
9_2018_07,2018,,65-69,9,07,22300,6.732
1_2018_07,2018,,70-74,1,07,9340,5.278
2_2018_07,2018,,70-74,2,07,9790,9.801
9_2018_07,2018,,70-74,9,07,19130,7.592
1_2018_07,2018,,75-79,1,07,5980,6.393
2_2018_07,2018,,75-79,2,07,6920,11.77
9_2018_07,2018,,75-79,9,07,12890,9.278
1_2018_07,2018,,80-84,1,07,4830,8.259
2_2018_07,2018,,80-84,2,07,6160,12.892
9_2018_07,2018,,80-84,9,07,10990,10.855
1_2018_07,2018,,85-89,1,07,3130,9.332
2_2018_07,2018,,85-89,2,07,5120,13.585
9_2018_07,2018,,85-89,9,07,8250,11.971
1_2018_07,2018,,90-94,1,07,1360,12.288
2_2018_07,2018,,90-94,2,07,3250,15.501
9_2018_07,2018,,90-94,9,07,4600,14.553
1_2018_07,2018,,95et+,1,07,370,11.765
2_2018_07,2018,,95et+,2,07,1270,14.59
9_2018_07,2018,,95et+,9,07,1640,13.946
1_2018_07,2018,,tsage,1,07,154160,3.158
2_2018_07,2018,,tsage,2,07,165300,6.154
9_2018_07,2018,,tsage,9,07,319460,4.708
1_2018_08,2018,,00-04,1,08,6940,0
2_2018_08,2018,,00-04,2,08,6640,0
9_2018_08,2018,,00-04,9,08,13580,0
1_2018_08,2018,,05-09,1,08,7800,0
2_2018_08,2018,,05-09,2,08,7730,0
9_2018_08,2018,,05-09,9,08,15540,0
1_2018_08,2018,,10-14,1,08,8230,0.194
2_2018_08,2018,,10-14,2,08,7800,0
9_2018_08,2018,,10-14,9,08,16030,0.15
1_2018_08,2018,,15-19,1,08,8120,0.382
2_2018_08,2018,,15-19,2,08,7950,0.805
9_2018_08,2018,,15-19,9,08,16070,0.591
1_2018_08,2018,,20-24,1,08,6940,0.75
2_2018_08,2018,,20-24,2,08,7010,1.341
9_2018_08,2018,,20-24,9,08,13950,1.047
1_2018_08,2018,,25-29,1,08,6900,1.349
2_2018_08,2018,,25-29,2,08,7000,2.313
9_2018_08,2018,,25-29,9,08,13900,1.835
1_2018_08,2018,,30-34,1,08,7260,1.762
2_2018_08,2018,,30-34,2,08,7830,4.33
9_2018_08,2018,,30-34,9,08,15090,3.094
1_2018_08,2018,,35-39,1,08,7230,2.545
2_2018_08,2018,,35-39,2,08,7640,5.757
9_2018_08,2018,,35-39,9,08,14870,4.195
1_2018_08,2018,,40-44,1,08,7240,3.593
2_2018_08,2018,,40-44,2,08,7620,7.997
9_2018_08,2018,,40-44,9,08,14850,5.851
1_2018_08,2018,,45-49,1,08,8500,4.507
2_2018_08,2018,,45-49,2,08,8730,9.485
9_2018_08,2018,,45-49,9,08,17230,7.03
1_2018_08,2018,,50-54,1,08,8850,4.702
2_2018_08,2018,,50-54,2,08,9180,9.811
9_2018_08,2018,,50-54,9,08,18030,7.304
1_2018_08,2018,,55-59,1,08,9120,4.845
2_2018_08,2018,,55-59,2,08,9230,10.879
9_2018_08,2018,,55-59,9,08,18350,7.879
1_2018_08,2018,,60-64,1,08,8660,5.24
2_2018_08,2018,,60-64,2,08,9120,10.527
9_2018_08,2018,,60-64,9,08,17780,7.951
1_2018_08,2018,,65-69,1,08,8290,4.742
2_2018_08,2018,,65-69,2,08,8990,10.362
9_2018_08,2018,,65-69,9,08,17270,7.666
1_2018_08,2018,,70-74,1,08,6540,4.891
2_2018_08,2018,,70-74,2,08,7070,11.413
9_2018_08,2018,,70-74,9,08,13610,8.279
1_2018_08,2018,,75-79,1,08,3910,6.109
2_2018_08,2018,,75-79,2,08,4680,12.481
9_2018_08,2018,,75-79,9,08,8590,9.58
1_2018_08,2018,,80-84,1,08,3380,7.244
2_2018_08,2018,,80-84,2,08,5070,14.41
9_2018_08,2018,,80-84,9,08,8450,11.541
1_2018_08,2018,,85-89,1,08,2130,8.937
2_2018_08,2018,,85-89,2,08,4010,15.586
9_2018_08,2018,,85-89,9,08,6140,13.282
1_2018_08,2018,,90-94,1,08,840,10.451
2_2018_08,2018,,90-94,2,08,2150,15.829
9_2018_08,2018,,90-94,9,08,2990,14.314
1_2018_08,2018,,95et+,1,08,160,12.27
2_2018_08,2018,,95et+,2,08,700,14.491
9_2018_08,2018,,95et+,9,08,860,14.07
1_2018_08,2018,,tsage,1,08,127040,3.117
2_2018_08,2018,,tsage,2,08,136140,7.001
9_2018_08,2018,,tsage,9,08,263180,5.126
1_2018_09,2018,,00-04,1,09,3300,0
2_2018_09,2018,,00-04,2,09,3210,0
9_2018_09,2018,,00-04,9,09,6510,0
1_2018_09,2018,,05-09,1,09,3930,0
2_2018_09,2018,,05-09,2,09,3650,0
9_2018_09,2018,,05-09,9,09,7580,0
1_2018_09,2018,,10-14,1,09,4120,0
2_2018_09,2018,,10-14,2,09,4000,0
9_2018_09,2018,,10-14,9,09,8120,0
1_2018_09,2018,,15-19,1,09,3980,0
2_2018_09,2018,,15-19,2,09,3960,0.454
9_2018_09,2018,,15-19,9,09,7940,0.353
1_2018_09,2018,,20-24,1,09,3520,0.54
2_2018_09,2018,,20-24,2,09,3380,1.63
9_2018_09,2018,,20-24,9,09,6890,1.074
1_2018_09,2018,,25-29,1,09,3360,1.159
2_2018_09,2018,,25-29,2,09,3420,2.19
9_2018_09,2018,,25-29,9,09,6790,1.679
1_2018_09,2018,,30-34,1,09,3630,1.707
2_2018_09,2018,,30-34,2,09,3850,2.778
9_2018_09,2018,,30-34,9,09,7490,2.258
1_2018_09,2018,,35-39,1,09,3930,2.548
2_2018_09,2018,,35-39,2,09,4410,4.767
9_2018_09,2018,,35-39,9,09,8330,3.721
1_2018_09,2018,,40-44,1,09,4130,2.982
2_2018_09,2018,,40-44,2,09,4390,5.929
9_2018_09,2018,,40-44,9,09,8510,4.501
1_2018_09,2018,,45-49,1,09,4690,2.855
2_2018_09,2018,,45-49,2,09,5050,8.112
9_2018_09,2018,,45-49,9,09,9750,5.581
1_2018_09,2018,,50-54,1,09,5000,4.237
2_2018_09,2018,,50-54,2,09,5070,8.103
9_2018_09,2018,,50-54,9,09,10080,6.183
1_2018_09,2018,,55-59,1,09,5180,4.364
2_2018_09,2018,,55-59,2,09,5470,9.063
9_2018_09,2018,,55-59,9,09,10650,6.778
1_2018_09,2018,,60-64,1,09,5300,3.625
2_2018_09,2018,,60-64,2,09,5520,8.358
9_2018_09,2018,,60-64,9,09,10810,6.039
1_2018_09,2018,,65-69,1,09,5340,4.585
2_2018_09,2018,,65-69,2,09,5320,8.625
9_2018_09,2018,,65-69,9,09,10670,6.601
1_2018_09,2018,,70-74,1,09,4350,4.648
2_2018_09,2018,,70-74,2,09,4620,8.729
9_2018_09,2018,,70-74,9,09,8960,6.75
1_2018_09,2018,,75-79,1,09,2820,5.674
2_2018_09,2018,,75-79,2,09,3240,11.283
9_2018_09,2018,,75-79,9,09,6060,8.671
1_2018_09,2018,,80-84,1,09,2410,8.063
2_2018_09,2018,,80-84,2,09,3230,12.554
9_2018_09,2018,,80-84,9,09,5630,10.636
1_2018_09,2018,,85-89,1,09,1790,9.04
2_2018_09,2018,,85-89,2,09,2800,15.066
9_2018_09,2018,,85-89,9,09,4590,12.715
1_2018_09,2018,,90-94,1,09,770,10.765
2_2018_09,2018,,90-94,2,09,1700,16.529
9_2018_09,2018,,90-94,9,09,2470,14.731
1_2018_09,2018,,95et+,1,09,190,10.526
2_2018_09,2018,,95et+,2,09,740,16.398
9_2018_09,2018,,95et+,9,09,930,15.203
1_2018_09,2018,,tsage,1,09,71740,3.049
2_2018_09,2018,,tsage,2,09,77020,6.44
9_2018_09,2018,,tsage,9,09,148750,4.805
1_2018_10,2018,,00-04,1,10,8260,0
2_2018_10,2018,,00-04,2,10,7660,0
9_2018_10,2018,,00-04,9,10,15920,0
1_2018_10,2018,,05-09,1,10,9130,0
2_2018_10,2018,,05-09,2,10,8690,0
9_2018_10,2018,,05-09,9,10,17810,0
1_2018_10,2018,,10-14,1,10,9280,0
2_2018_10,2018,,10-14,2,10,8810,0
9_2018_10,2018,,10-14,9,10,18090,0.083
1_2018_10,2018,,15-19,1,10,8700,0.425
2_2018_10,2018,,15-19,2,10,8750,0.732
9_2018_10,2018,,15-19,9,10,17440,0.579
1_2018_10,2018,,20-24,1,10,7730,0.595
2_2018_10,2018,,20-24,2,10,8150,1.228
9_2018_10,2018,,20-24,9,10,15880,0.919
1_2018_10,2018,,25-29,1,10,7450,1.316
2_2018_10,2018,,25-29,2,10,8330,2.018
9_2018_10,2018,,25-29,9,10,15770,1.686
1_2018_10,2018,,30-34,1,10,7900,1.684
2_2018_10,2018,,30-34,2,10,8840,3.461
9_2018_10,2018,,30-34,9,10,16740,2.622
1_2018_10,2018,,35-39,1,10,8280,2.332
2_2018_10,2018,,35-39,2,10,9000,4.478
9_2018_10,2018,,35-39,9,10,17280,3.45
1_2018_10,2018,,40-44,1,10,8110,3.64
2_2018_10,2018,,40-44,2,10,8710,6.576
9_2018_10,2018,,40-44,9,10,16820,5.161
1_2018_10,2018,,45-49,1,10,9320,3.564
2_2018_10,2018,,45-49,2,10,9910,8.96
9_2018_10,2018,,45-49,9,10,19230,6.345
1_2018_10,2018,,50-54,1,10,9330,4.425
2_2018_10,2018,,50-54,2,10,9720,9.971
9_2018_10,2018,,50-54,9,10,19050,7.254
1_2018_10,2018,,55-59,1,10,9130,4.96
2_2018_10,2018,,55-59,2,10,9930,10.931
9_2018_10,2018,,55-59,9,10,19060,8.07
1_2018_10,2018,,60-64,1,10,8970,4.427
2_2018_10,2018,,60-64,2,10,9780,10.657
9_2018_10,2018,,60-64,9,10,18750,7.676
1_2018_10,2018,,65-69,1,10,9060,4.704
2_2018_10,2018,,65-69,2,10,9960,10.643
9_2018_10,2018,,65-69,9,10,19020,7.814
1_2018_10,2018,,70-74,1,10,7720,5.399
2_2018_10,2018,,70-74,2,10,8360,10.401
9_2018_10,2018,,70-74,9,10,16080,7.999
1_2018_10,2018,,75-79,1,10,4640,6.343
2_2018_10,2018,,75-79,2,10,5710,12.623
9_2018_10,2018,,75-79,9,10,10350,9.81
1_2018_10,2018,,80-84,1,10,3840,7.921
2_2018_10,2018,,80-84,2,10,5530,14.053
9_2018_10,2018,,80-84,9,10,9370,11.541
1_2018_10,2018,,85-89,1,10,2490,8.785
2_2018_10,2018,,85-89,2,10,4650,15.1
9_2018_10,2018,,85-89,9,10,7140,12.896
1_2018_10,2018,,90-94,1,10,1080,11.922
2_2018_10,2018,,90-94,2,10,2560,16.862
9_2018_10,2018,,90-94,9,10,3640,15.393
1_2018_10,2018,,95et+,1,10,290,10.175
2_2018_10,2018,,95et+,2,10,1040,16.956
9_2018_10,2018,,95et+,9,10,1320,15.495
1_2018_10,2018,,tsage,1,10,140690,3.002
2_2018_10,2018,,tsage,2,10,154060,6.714
9_2018_10,2018,,tsage,9,10,294750,4.942
1_2018_11,2018,,00-04,1,11,8590,0
2_2018_11,2018,,00-04,2,11,8190,0
9_2018_11,2018,,00-04,9,11,16780,0
1_2018_11,2018,,05-09,1,11,10060,0
2_2018_11,2018,,05-09,2,11,9610,0
9_2018_11,2018,,05-09,9,11,19670,0
1_2018_11,2018,,10-14,1,11,10320,0
2_2018_11,2018,,10-14,2,11,10060,0
9_2018_11,2018,,10-14,9,11,20380,0.083
1_2018_11,2018,,15-19,1,11,10270,0.282
2_2018_11,2018,,15-19,2,11,10040,0.468
9_2018_11,2018,,15-19,9,11,20310,0.374
1_2018_11,2018,,20-24,1,11,8560,0.842
2_2018_11,2018,,20-24,2,11,8800,1.341
9_2018_11,2018,,20-24,9,11,17350,1.095
1_2018_11,2018,,25-29,1,11,8130,1.168
2_2018_11,2018,,25-29,2,11,8810,2.066
9_2018_11,2018,,25-29,9,11,16950,1.635
1_2018_11,2018,,30-34,1,11,8770,1.483
2_2018_11,2018,,30-34,2,11,9910,3.058
9_2018_11,2018,,30-34,9,11,18680,2.318
1_2018_11,2018,,35-39,1,11,9510,2.399
2_2018_11,2018,,35-39,2,11,10750,4.446
9_2018_11,2018,,35-39,9,11,20260,3.485
1_2018_11,2018,,40-44,1,11,9700,2.825
